text,label
"Subject: eastrans nomination change effective 9 / 8 / 00
please decrease deliveries to eastrans to 0 mmbtu / dy for 9 / 8 / 00
the redeliveries will be 0 as well .
the over - delivery quantity for the fuels cotton valley gas will be valued per
paragraph 3 of the contract price ( per mmbtu ) section in the transaction
agreement .",1
"be patient with the lovely hush ! and your reward will be a thoughtful , emotional movie experience .",1
"the story loses its bite in a last-minute happy ending that's even less plausible than the rest of the picture . much of the way , though , this is a refreshingly novel ride .",1
"Subject: sap - timekeeping
you should have received your logon id and password for sap this morning .
we will hold a learning lunch early next week walking you through the new hr
online system and timekeeping system . you will not know how to key your time
until then . i will keep you posted on the details of the learning lunch .
y",0
. . . an agreeable time-wasting device -- but george pal's low-tech 1960 version still rules the epochs .,1
the film's center will not hold .,0
"Subject: valero ' s february gas nominations
daren - i am looking for 5 . 000 / d at meter 1394 and 10 . 000 / d at meter 8018 for
feb . currently it is 10 . 000 / d at 1394 and 5 . 000 / d at 8018 . can i change
the tickets or will you ? attached is the confirmation spreadsheet from
valero .
thanks .
aimee
- - - - - - - - - - - - - - - - - - - - - - forwarded by aimee lannou / hou / ect on 01 / 31 / 2001 07 : 54
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
on 01 / 30 / 2001 02 : 51 : 39 pm
to : alannou @ enron . com , carlos . j . rodriguez @ enron . com
cc :
subject : valero ' s february gas nominations
amy and carlos ,
please find attached valero ' s baseload natural gas nominations and
designated swing supply quantities for february 1 - 31 for the houston and
texas city refineries as well as valero ' s supply to the clearlake methanol
plant .
if you need to reach me please call me .
dave
phone : ( 210 ) 370 - 2799
cell phone at ( 210 ) 241 - 9180
pager ( 888 ) 691 - 5538
( see attached file : hpl _ nomso 201 . xls )
- hpl _ nomso 201 . xls",1
"it's amazingly perceptive in its subtle , supportive but unsentimental look at the marks family .",1
"white oleander may leave you rolling your eyes in the dark , but that doesn't mean you won't like looking at it .",1
"Subject: feedback monitor error - meter 984132 - 1 / 99
- - - - - - - - - - - - - - - - - - - - - - forwarded by gary w lamphier / hou / ect on 08 / 22 / 2000
02 : 51 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
jackie young
08 / 21 / 2000 10 : 48 am
to : gary w lamphier / hou / ect @ ect
cc : karen lindley / corp / enron @ enron
subject : feedback monitor error - meter 984132 - 1 / 99
gary ,
can you assist karen with the below request to cover the day in question ?
thanks
- jackie -
3 - 9497
- - - - - - - - - - - - - - - - - - - - - - forwarded by jackie young / hou / ect on 08 / 21 / 2000 10 : 45
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : karen lindley @ enron 08 / 21 / 2000 10 : 24 am
to : jackie young / hou / ect @ ect
cc :
subject : feedback monitor error - meter 984132 - 1 / 99
jackie ,
volume is allocating to deal number 51862 on 1 / 16 / 99 on meter 984132 , however
the deal does not have this day on it . please have 1 / 16 added to the deal so
the error will clear .
thanks and if you need additional info , let me know .
karen",1
"the re-release of ron howard's apollo 13 in the imax format proves absolutely that really , really , really good things can come in enormous packages .",1
"it works well enough , since the thrills pop up frequently , and the dispatching of the cast is as often imaginative as it is gory .",1
"Subject: re : 98 - 6892 overflow
daren ,
per victoria versen , you can roll deal 166888 forward for one day to cover
the 14 decatherms that flowed on the 15 th .
thanks
- jackie -
3 - 9497
daren j farmer
02 / 17 / 2000 10 : 44 am
to : jackie young / hou / ect @ ect
cc :
subject : re : 98 - 6892 overflow
jackie ,
you need to talk to the east desk to see if they were allocated this extra
gas on the 14 th and 15 th . if they were , we can change the deal . if not , the
pipes will need to balance out during the next flow day .
d
jackie young
02 / 17 / 2000 08 : 37 am
to : daren j farmer / hou / ect @ ect
cc :
subject : 98 - 6892 overflow
can you please extend sitara deal ticket 16888 to the 15 th ? 14 dec . flowed
on this day .
thanks
- jackie -",0
"the film is beautifully mounted , but , more to the point , the issues are subtly presented , managing to walk a fine line with regard to the question of joan's madness .",1
a mimetic approximation of better films like contempt and 8 1/2 .,0
"for all the time we spend with these people , we never really get inside of them .",0
"as crimes go , writer-director michael kalesniko's how to kill your neighbor's dog is slight but unendurable .",0
there's . . . an underlying old world sexism to monday morning that undercuts its charm .,1
"if you think it's a riot to see rob schneider in a young woman's clothes , then you'll enjoy the hot chick .",0
"Subject: re : fw : king ranch balancing . xls
saxet is flowing about 5200 ish .",1
it's a 100-year old mystery that is constantly being interrupted by elizabeth hurley in a bathing suit .,0
there are moments of hilarity to be had .,1
"Subject: hpl nom for april 21 - 23 , 2001
( see attached file : hplno 421 . xls )
- hplno 421 . xls",0
"the actresses may have worked up a back story for the women they portray so convincingly , but viewers don't get enough of that background for the characters to be involving as individuals rather than types .",0
"Subject: 1497
daren ,
ates shows that your team has one specialist for 1497 in january and
february . please let me know if ates is incorrect for the month of january
and february . if there is a specialist in your team , we have not received a
survey from this person . this lack of information prevents your expenses
from being 100 % allocated out to the commercial teams . please fill out the
following survey and return it to me asap . if you have any questions please
call me at 3 - 3859 .
thanks ,
shari",0
writer-director burger imaginatively fans the embers of a dormant national grief and curiosity that has calcified into chronic cynicism and fear .,1
don't even bother to rent this on video .,0
"in spite of good housekeeping's unsavory characters and wwf mentality , this white trash war of the roses is a surprisingly engaging film .",1
"payne constructs a hilarious ode to middle america and middle age with this unlikely odyssey , featuring a pathetic , endearing hero who is all too human .",1
"Subject: volume changes - december , 2000
please note the following volume changes for december , 2000 :
deal # meter # counterparty trade zone from to
126281 6296 eog res 1 5 , 412 4 , 000
125822 9658 kcs res 16 9 , 379 7 , 500
bob",1
"the members manage to pronounce kok exactly as you think they might , thus giving the cast ample opportunity to use that term as often as possible . it's very beavis and butthead , yet always seems to elicit a chuckle .",1
"doug liman , the director of bourne , directs the traffic well , gets a nice wintry look from his locations , absorbs us with the movie's spycraft and uses damon's ability to be focused and sincere .",1
"Subject: revised - april tenaska sheet
megan / james - -
here is a revised copy of the tenaska business for april ( per megan ' s eagle eye ) . . . . . sorry for the inconvenience .
and don ' t forget to back out 20 . 000 less fuel to get the total delivered on the transports . . . . . . . the 20 . 000 comes from
the last 4 days of the month at meterl 7 - 4335 - 00 and is payback by williams . . . . it is not figured in , because there noms are kept whole in this
worksheet .
thanks ,
mark
x 33396",1
"Subject: credit watch list - - week of 11 / 5 / 01
attached is a revised credit watch listing for the week of 11 / 05 / 01 . there are no updates from last week ' s list .
if there are any personnel in your group that were not included in this distribution , please insure that they receive a copy of this report .
to add additional people to this distribution , or if this report has been sent to you in error , please contact veronica espinoza at x 6 - 6002 .
for other questions , please contact jason r . williams at x 5 - 3923 , veronica espinoza at x 6 - 6002 or darren vanek at x 3 - 1436 .",0
"Subject: hpl nom for january 5 , 2001
( see attached file : hplnol 05 . xls )
- hplnol 05 . xls",1
"Subject: re : oasis pipe line company
just a note , that the assignment and assumption agreement does not need to be
executed , but the amendments still need to be executed and returned to me .
marlene hilliard
- - - - - - - - - - - - - - - - - - - - - - forwarded by marlene hilliard / hou / ect on 09 / 05 / 2000
03 : 50 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
marlene hilliard
09 / 05 / 2000 01 : 37 pm
to : daren j farmer / hou / ect @ ect
cc :
subject : re : oasis pipe line company
daren ,
this is true . i did not learn of this until friday september 1 , 2000 .
however , i still need to have the oasis contracts returned to me .
please return them in interoffice mail .
thanks so much .
marlene d . hilliard
- - - - - - - - - - - - - - - - - - - - - - forwarded by marlene hilliard / hou / ect on 09 / 05 / 2000
01 : 34 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
daren j farmer
09 / 05 / 2000 01 : 24 pm
to : marlene hilliard / hou / ect @ ect
cc :
subject : re : oasis pipe line company
marlene ,
after discussions with the desk , we have decided to keep the oasis contracts
under ena . so , we don ' t need to sign the contracts you sent earlier . let me
know if you have any questions .
d
marlene hilliard
08 / 31 / 2000 12 : 36 pm
to : daren j farmer / hou / ect @ ect
cc :
subject : oasis pipe line company
i need to know the status of these contracts i forwarded to you on august 23 ,
2000 and august 25 , 2000 .
marlene hilliard",1
it's a sometimes interesting remake that doesn't compare to the brilliant original .,0
"after an hour and a half of wondering -- sometimes amusedly , sometimes impatiently -- just what this strenuously unconventional movie is supposed to be , you discover that the answer is as conventional as can be .",0
"Subject: jeff ' s corner - - a message from the ceo on the intranet
as much as i ' d like to , i can ' t get to every floor or to every location across enron to talk with you about what is going on around the company . so i ' m doing the next best thing . beginning today , you can access a videotaped message from me about our second quarter results and our new strategy concerning enron broadband services . as you listen , i hope you find the information valuable and this new way of communicating easy and timely . i plan to do this regularly , so watch your e - mail for future messages . thanks for listening and have a great day .
click on this link to access jeff ' s video message :
http : / / home . enron . com / jeffscorner /
if you encounter technical difficulties , please contact your it technical support representative .",1
"Subject: communicating effectively course offering
daren -
there is an effective communication course on december 7 ( thursday ) from
1 - 5 pm . is this the one you suggested for me , and if it is , may i attend this
one ? please let me know . it is listed through ernie and is $ 200 . thanks
for looking into this .",1
a creaky staircase gothic .,1
"normally , rohmer's talky films fascinate me , but when he moves his setting to the past , and relies on a historical text , he loses the richness of characterization that makes his films so memorable .",0
an incredibly clever and superbly paced caper filled with scams within scams within scams .,1
works better in the conception than it does in the execution . . . winds up seeming just a little too clever .,0
"Subject: re :
fyi
- - - - - - - - - - - - - - - - - - - - - - forwarded by david baumbach / hou / ect on 07 / 17 / 2000
11 : 07 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : megan parker @ enron 07 / 17 / 2000 10 : 43 am
to : david baumbach / hou / ect @ ect
cc :
subject : re :
since we cannot fix the deal , go ahead and put a fixed price of $ 2 . 81359 on
both lines of the may 2000 deal . this will allow us to pay correctly . if
you can , please put some comments in the deal noting the true deal price so
we have an audit trail . just let me know when it is done .
thanks ,
megan",1
"if we're to slap protagonist genevieve leplouff because she's french , do we have that same option to slap her creators because they're clueless and inept ?",0
"Subject: ehronline web address change
this message is intended for ehronline users only .
due to a recent change to ehronline , the url ( aka "" web address "" ) for accessing ehronline needs to be changed on your computer . the change involves adding the letter "" s "" to the "" http "" reference in the url . the url for accessing ehronline should be : https : / / ehronline . enron . com .
this change should be made by those who have added the url as a favorite on the browser .",0
"the unceasing sadism is so graphically excessive , the director just ends up exposing his own obsession .",0
winds up feeling like lots of other quirky movies that try to score hipness points with young adults .,0
it's like going to a house party and watching the host defend himself against a frothing ex-girlfriend . you don't want to call the cops . you want to call domino's .,1
"the noble tradition of men in drag hits an all-time low in sorority boys , whose makers apparently believe that women's clothing can cover up any deficiency in acting , writing or direction .",0
horrendously amateurish filmmaking that is plainly dull and visually ugly when it isn't incomprehensible .,0
i am highly amused by the idea that we have come to a point in society where it has been deemed important enough to make a film in which someone has to be hired to portray richard dawson .,1
kapur's contradictory feelings about his material result in a movie that works against itself .,0
"Subject: feb 12 th sale to aquila
fyi
daren - - - on the 12 th , there is a sale to aquila on the header system , for
10 , 000 . . . . . . . . i think we were supplying it with aec . for whatever reason , i
had the aec 10 . 0 @ # 11230 into midcon . . . which isnt right because there was no
market for it , and midcon wasnt looking for it , but the aquila deal was at
# 700 on wgr ( aquila ) . so i went ahead and changed the aec ticket to match up
with the aquila deal . let me know if you think it is incorrect .
thanks ,
mark",1
demeo is not without talent ; he just needs better material .,0
"even though it is infused with the sensibility of a video director , it doesn't make for completely empty entertainment",1
"Subject: 98 - 9794 ( saxet thompsonville ) receiving under nom
tom ,
can you please seek daren ' s advise on nom adjust at the aforementioned meter
due to this meter receiving 19 mmbtu ' s on a 28 nom ?
daren , there are two sitara deal numbers associated w / this receipt meter
( both gathering ) 154608 and 138572 . 138572 is wellhead gas .
thanks
- jackie -",1
a sober and affecting chronicle of the leveling effect of loss .,1
"the movie's ultimate point -- that everyone should be themselves -- is trite , but the screenwriter and director michel gondry restate it to the point of ridiculousness .",0
"the film contains no good jokes , no good scenes , barely a moment when carvey's saturday night live-honed mimicry rises above the level of embarrassment .",0
"y tu mamá también es un buen filme gracias a lo poco convencional de su narrativa , y es quizá el proyecto más arriesgado en la carrera de alfonso cuarón",1
"if [jaglom's] latest effort is not the director at his most sparkling , some of its repartee is still worth hearing .",1
"Subject: basf - freeport natural gas nominations
daren - fyi see below - i have already changed expected volume in sitara
120266 for sept 25 - 30
lee
- - - - - - - - - - - - - - - - - - - - - - forwarded by lee l papayoti / hou / ect on 09 / 08 / 2000
10 : 52 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" diane drumm "" on 09 / 08 / 2000 10 : 14 : 47 am
to : lee . l . papayoti @ enron . com
cc :
subject : re : enron - freeport natural gas nominations
due to a cogen shut down september 25 - 30 th , freeports gas requirements will
be reduced . please see below .
for the month of september 2000 , please schedule the following delivery of
natural gas to basf ' s freeport , texas plant
quantity
( mmbtu ' s day )
1 - 24 25 - 30
8 , 000 6 , 000
if you have any questions please give me a call .",0
"it's mildly sentimental , unabashedly consumerist . . . studiously inoffensive and completely disposable .",0
"written , flatly , by david kendall and directed , barely , by there's something about mary co-writer ed decter .",0
neither funny nor suspenseful nor particularly well-drawn .,0
"expanded to 65 minutes for theatrical release , it still feels somewhat unfinished .",0
"Subject: an opportunity to change your electricity provider
electricity deregulation is coming to texas !
what a great way to start off the new year  ) to be able to choose your
electricity provider , which could mean potential savings for you and your
family on your electric bill . as you know , enron has been a leader in
lobbying for deregulation and a consumer  , s right to choose energy providers .
for the first time in our state  , s history , 5 percent of texas households will
have this golden opportunity . the newpower company ( newpower ) , which is
approximately 45 percent owned by enron , was recently formed to provide
energy and energy - related services to residential customers in deregulating
energy markets across america , including texas . for a limited time ,
houston - based employees will be eligible to participate in newpower  , s pilot
program offering their deregulated electric service .
be among the first to participate :
enrollment with newpower begins march 12 . also , watch for a special enron
employees exclusive offer on your desk march 12 . if you would like more
information about newpower , visit the company ' s web site at www . newpower . com
disclaimers :
any contract for goods or services that is entered into by an enron employee
with respect to the newpower program shall be solely between newpower and
such employee . enron assumes no obligation on behalf of newpower and makes
no representations , warranties , or guaranties with respect to newpower , or
any goods or services offered or provided by newpower .",1
lacks the inspiration of the original and has a bloated plot that stretches the running time about 10 minutes past a child's interest and an adult's patience . but it also has many of the things that made the first one charming .,1
may cause you to bite your tongue to keep from laughing at the ridiculous dialog or the oh-so convenient plot twists .,0
"the movie certainly has its share of clever moments and biting dialogue , but there's just not much lurking below its abstract surface .",0
"the picture , scored by a perversely cheerful marcus miller accordion/harmonica/banjo abomination , is a monument to bad in all its florid variety .",0
"Subject: hpl noms
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 01 / 28 / 2000
04 : 05 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
royal _ b _ edmondson @ reliantenergy . com on 01 / 28 / 2000 03 : 56 : 28 pm
to : ami chokshi / corp / enron @ enron
cc :
subject : hpl noms
( see attached file : egmnom - jan . xls )
- egmnom - jan . xls",0
rifkin's references are . . . impeccable throughout .,1
"a shimmeringly lovely coming-of-age portrait , shot in artful , watery tones of blue , green and brown .",1
"Subject: re : error repairs
the pricing for the base deal is based on the gd , but it ' s the average of the gas daily plus . 02 , right ? and i was told that sitara could not handle this pricing structure , that it had to be calculated and entered as a fixed price . is this correct ?
- - - - - original message - - - - -
from : farmer , daren j .
sent : friday , august 17 , 2001 3 : 19 pm
to : vela , valerie
subject : re : error repairs
valerie ,
the pricing on the base deal should also be based on gd . i have changed the price to gdp . let me know if that doesn ' t correct that piece . jay is currently looking into the volume issue .
d
- - - - - original message - - - - -
from : vela , valerie
sent : friday , august 17 , 2001 2 : 55 pm
to : smith , joseph
cc : farmer , daren j .
subject : re : error repairs
jay ,
for june , i need a couple of things changed in sitara :
deal 819592 - the commodity price needs to be 3 . 6318
deal 819594 - the commodity price needs to be waha . hub . gdp . d . a + . 02
and for july . . . . . . . . . . . .
it looks like we ' re missing some volume . . . . . . . . . . . .
deal 895651 - baseload deal - should have 55 , 000 per day allocated . and in sitara this deal should be priced at $ 3 . 0505 .
deal 895691 - swing deal - currently has 234 , 000 in the scheduled column and it should be 441 , 000 based on the spreadsheet i sent . did you have some conflicting volumes ? i ' m resending what the volumes should be . and the pricing for this should be at waha . hub . gdp . d . a + . 02 .
>
i think that should do if for now . i ' ll wait to see how these changes come across . please notify me when these changes have been made . thanks !
- - - - - original message - - - - -
from : vela , valerie
sent : tuesday , august 14 , 2001 3 : 44 pm
to : smith , joseph
subject : re : error repairs
thanks !
- - - - - original message - - - - -
from : smith , joseph
sent : tuesday , august 14 , 2001 3 : 44 pm
to : vela , valerie
subject : re : error repairs
the errors have also been repaired for the month of july .
- - - - - original message - - - - -
from : vela , valerie
sent : tuesday , august 14 , 2001 12 : 58 pm
to : smith , joseph
subject : re : error repairs
thank you - - - i ' ll look for this change to come across .
- - - - - original message - - - - -
from : smith , joseph
sent : tuesday , august 14 , 2001 1 : 56 pm
to : vela , valerie
subject : error repairs
valerie ,
in reference to a note sent to darren farmer : houston pipleline mistake on june 18 th
the volume of 50 , 000 for deal 819594 was a mistake . the proper value was 30 , 000 just as you had mentioned . everything should now be fixed . please let me know if you need anything else .
thanks ,
jay smith",1
"Subject: desk to desk deal needed at meter 378 for february 2000
aimee :
i need a desk to desk deal set up at meter 378 for february 2000 . it is an
ena sale ( delivery ) on the 202 contract and an hpl buy ( receipt ) on the hpl
216 contract . this is a very high priority because the bridge will close
today . if possible would you have this completed by noon today ?
thanks ,
fred",1
a momentary escape from the summer heat and the sedentary doldrums that set in at this time of year .,0
it won't bust your gut -- and it's not intended to -- it's merely a blandly cinematic surgical examination of what makes a joke a joke .,1
an average coming-of-age tale elevated by the wholesome twist of a pesky mother interfering during her son's discovery of his homosexuality .,1
this is a film tailor-made for those who when they were in high school would choose the cliff-notes over reading a full-length classic .,0
"granddad of le nouvelle vague , jean-luc godard continues to baffle the faithful with his games of hide-and-seek .",0
"Subject: stacey - cqg
daren , i completely forgot about stacey ' s cqg . . . was i supposed to send in
another request for her and put it on tom ' s cost center ? or were we going to
wait for tom to okay it first ? ?",0
"Subject: fwd : per my message this morning
janet and daren ,
attached is a gas supply proposal i receive from duke energy for delivery to the mission interconnect on tetco . they also provided me a quote on tenn , but it was way off base . this deal in combination with swing from net may be a good start for the month of may . the deal provides swing flexibility and would allow us to get our feet wet and see how net operates the mission system when they are not providing all of the delivered gas . let me know what you think . i have had discussions with elpaso / pg thu , 19 apr 2001 14 : 55 : 32 - 0400
received : from cyclops ( unverified ) by ybor - 1 mail . corp . teco . net ( content technologies smtprs 4 . 1 . 5 ) with smtp id for ; thu , 19 apr 2001 14 : 55 : 01 - 0400
received : from deinetol . dukepower . com ( deinetol . dukepower . com [ 148 . 134 . 58 . 199 ] ) by mxsdo 2 . dukepower . com ( 8 . 9 . 3 + sun / 8 . 9 . 1 ) with esmtp id oaa 28820 for ; thu , 19 apr 2001 14 : 55 : 30 - 0400 ( edt )
subject : per my message this morning
to : ebronner @ tecoenergy . com
x - mailer : lotus notes release 5 . 0 . 4 june 8 , 2000
message - id :
from : "" alan taylor ""
date : thu , 19 apr 2001 13 : 58 : 50 - 0500
x - mimetrack : serialize by router on deinetol / dukepower ( release 5 . 0 . 3 | march 21 , 2000 ) at 04 / 19 / 2001 02 : 55 : 30 pm
mime - version : 1 . 0
content - type : multipart / mixed ; boundary = "" 0 _ _ = 85256 a 330067 f 5108 f 9 e 8 a 93 df 938690918 c 85256 a 330067 f 510 ""
content - disposition : inline
( see attached file : tampaelectric . doc )
- tampaelectric . doc",0
"a thoroughly awful movie--dumb , narratively chaotic , visually sloppy . . . a weird amalgam of 'the thing' and a geriatric 'scream . '",0
"the hours , a delicately crafted film , is an impressive achievement in spite of a river of sadness that pours into every frame .",1
"Subject: enron / hpl nom for december 20 , 2000
( see attached file : hplnl 220 . xls )
- hplnl 220 . xls",1
what puzzles me is the lack of emphasis on music in britney spears' first movie .,0
[broomfield] uncovers a story powerful enough to leave the screen sizzling with intrigue .,1
"a better title , for all concerned , might be swept under the rug .",0
"this is an ungainly movie , ill-fitting , with its elbows sticking out where the knees should be .",0
"Subject: eastrans nomination change effective 9 / 26 / 00
deliveries to eastrans continue to be 30 , 000 mmbtu / dy
the redeliveries will be :
7600 from fuels cotton valley
22400 to pg & e",0
i'd be hard pressed to think of a film more cloyingly sappy than evelyn this year .,0
"Subject: eastrans nomination change effective 9 / 13 / 00
deliveries to eastrans continue to be 30 , 000 mmbtu / dy
the redeliveries will be :
8500 from fuels cotton valley
21500 to pg & e",1
"a chilly , brooding but quietly resonant psychological study of domestic tension and unhappiness .",1
not really bad so much as distasteful : we need kidnapping suspense dramas right now like we need doomsday thrillers .,0
"its mysteries are transparently obvious , and it's too slowly paced to be a thriller . [but it's] worth recommending because of two marvelous performances by michael caine and brendan fraser .",1
"a puzzle whose pieces do not fit . some are fascinating and others are not , and in the end , it is almost a good movie .",0
[a] devastatingly powerful and astonishingly vivid holocaust drama .,1
"Subject: re : enron / hpl actuals for july 31 , 2000
hey charlie ,
for the 31 st , i show that the enron contract would be fulfilled with the 30 . 0
at hpl katy . please correct me if i am incorrect .
iferc totals 2 , 015 . 0 on 7 / 28 / 00 ( volume on the 28 th is 61 . 250 at the tap )
enron totals 1 , 240 . 0 on the 31 st ( volume on the 31 st is 30 . 0 at hpl )
gas daily totals 331 . 250 at the tap
7 / 28 6 . 250 ( assuming 77 . 5 at the tap )
7 / 29 100 . 0
7 / 30 110 . 0
7 / 31 115 . 0 ( assuming 30 . 0 on the enron contract for th 31 st )
please advise .
regards ,
ami
"" melissa jones "" on 08 / 01 / 2000 10 : 44 : 08 am
to : "" charlie stone "" , "" gary green "" ,
timpowell @ txu . com , daren . j . farmer @ enron . com , gary . a . hanks @ enron . com ,
carlos . j . rodriguez @ enron . com , earl . tisdale @ enron . com , ami . chokshi @ enron . com
cc :
subject : enron / hpl actuals for july 31 , 2000
teco tap 105 . 000 / hpl iferc ; 10 . 000 / enron
ls hpl lsk ic 30 . 000 / enron",1
"Subject: potential list fo 8 / 00
daren :
per vance ' s discussion ' s with the deal makers , the following are potential
deals for 8 / 00 not included in vance ' s number :
aspect - darrington - mid month - 2500 mcfd - gas daily
helmrich and payne - ballard # 1 - mid month - 2000 to 3000 mcfd - gas daily
let us know if you need any additional information .
susan smith
x 33321",0
there is only so much baked cardboard i need to chew .,0
"Subject: meter 6387 - dec 00
daren - meter 6387 for dec . 00 has flow with no nom . avg flow is 273 / day .
last deal associated with this meter was 519467 in nov . 00 for duke energy
trading & mktg . there is also a little bit of flow on 1 / 1 and 1 / 2 . please
let me know if you create a new deal or extend the current one .
al",1
best enjoyed as a work of fiction inspired by real-life events . those seeking a definitive account of eisenstein's life would do better elsewhere .,1
stiff and schmaltzy and clumsily directed .,0
"mr . tsai is a very original artist in his medium , and what time is it there ? should be seen at the very least for its spasms of absurdist humor .",1
"there's no denying the elaborateness of the artist's conceptions , nor his ability to depict them with outrageous elan , but really the whole series is so much pretentious nonsense , lavishly praised by those who equate obscurity with profundity .",0
"Subject: tenaska iv
darren :
please change the demand fees on deal 384258 for tenaska iv to the numbers below . thanks .
6 / 01 from 3 , 559 , 472 . 93 to 3 , 541 , 521 . 53
8 / 01 from 4 , 116 , 036 . 00 to 4 , 117 , 198 . 00",0
"falsehoods pile up , undermining the movie's reality and stifling its creator's comic voice .",0
"this tale has been told and retold ; the races and rackets change , but the song remains the same .",0
"beautifully crafted , engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing .",1
an occasionally interesting but mostly repetitive look at a slice of counterculture that might be best forgotten .,0
forgettable horror -- more gory than psychological -- with a highly satisfying quotient of friday-night excitement and milla power .,1
"Subject: announcement for wednesday night
hey leaders ,
?
as you know there will be a combined high school / middle school devo this
coming sunday evening . ? i just got word today that part of the time will be
spent doing some service oriented things , one of which will involve the
benevolence program . ? let your teens know tomorrow night at neon that they
need to bring a small grocery sack of food with them on sunday evening . ?
?
thanks .
?
bobby
?",0
davis . . . is so enamored of her own creation that she can't see how insufferable the character is .,0
"wedding feels a bit anachronistic . still , not every low-budget movie must be quirky or bleak , and a happy ending is no cinematic sin .",1
"the movie's gloomy atmosphere is fascinating , though , even if the movie itself doesn't stand a ghost of a chance .",0
"ultimately too repellent to fully endear itself to american art house audiences , but it is notable for its stylistic austerity and forcefulness .",1
"Subject: during / after hours contact information
here are lisa maillet and my contact information . would one of you over the
next few days email back with the correct contact information ( business hour
and after hours ) so we can have on hand in preparation for gas flows .
thanks
trey
lisa maillet
work # 508 - 786 - 7205
home # 781 - 894 - 4465
mobile # 508 - 326 - 2435
trey christensen
work # 713 - 613 - 4396
home # 713 - 668 - 0488
pager # 800 - 759 - 7243 pin # 2377872
mobile # 713 - 416 - 3014",0
"sitting in the third row of the imax cinema at sydney's darling harbour , but i sometimes felt as though i was in the tiny two seater plane that carried the giant camera around australia , sweeping and gliding , banking and hovering over some of the most not",1
superb production values & christian bale's charisma make up for a derivative plot .,1
"you really have to salute writer-director haneke ( he adapted elfriede jelinek's novel ) for making a film that isn't nearly as graphic but much more powerful , brutally shocking and difficult to watch .",1
"Subject: meter 1335 july 99
stacey ,
have you a chance to look into this ? we are required to clear intercompany
variances by the end of the month , so it would help if you could research
this as soon as possible . thanks for your help .
thu
3 - 7159
- - - - - - - - - - - - - - - - - - - - - - forwarded by thu nguyen / hou / ect on 03 / 03 / 2000 05 : 01 pm
- - - - - - - - - - - - - - - - - - - - - - - - - - -
from : thu nguyen 02 / 17 / 2000 03 : 21 pm
to : stacey neuweiler / hou / ect @ ect
cc : gregg lenart / hou / ect @ ect , howard b camp / hou / ect @ ect
subject : meter 1335 july 99
stacy ,
i have an intercompany deal which i am missing one side of . hpl purchased
gas from dynegy ( deal 96378 ) and sold to ena ( deal 97185 ) on oasis pipeline
( meter 1335 ) . i can ' t find ena ' s purchase from hpl . please let me know
what you find out . this is affecting our intercompany report and we need to
have it cleaned as soon as possible . thanks
thu",1
jaglom . . . put[s] the audience in the privileged position of eavesdropping on his characters,1
there was time on that second round to see the subtleties of ramsay's portrait of grief .,1
"a woozy , roisterous , exhausting mess , and the off-beat casting of its two leads turns out to be as ill-starred as you might expect .",0
"Subject: meter 9769 jan 00
aimee / george :
per daren , we have a purchase deal at meter 9769 , but the allocation is
nomed on the pg & e contract . could you please verify with brian if this is
truely their gas or ours ? thanks
thu",1
it's not so much a movie as a joint promotion for the national basketball association and teenaged rap and adolescent poster-boy lil' bow wow .,0
"plays like one long , meandering sketch inspired by the works of john waters and todd solondz , rather than a fully developed story .",0
"inventive , fun , intoxicatingly sexy , violent , self-indulgent and maddening .",1
. . . an interesting slice of history .,1
"at every opportunity to do something clever , the film goes right over the edge and kills every sense of believability . . . all you have left is a no-surprise series of explosions and violence while banderas looks like he's not trying to laugh at how bad it",0
"Subject: meters
after talking to both vance taylor and julie meyers , only 5 of the 13 deals
are committed reserve deals . if they are not committed reserve they ' re not
in the im wellhead portfolio . the plan if everyone agrees , is to go ahead
and move the 5 and re - path to them to the gathering and leave the other 13
on the 215 contract . here is a list of the ones to move and leave .
move to im wellhead re - path gathering
984056 # 94120 cologne production company
986480 # 114514 cokinos natural gas company
986534 already repathed
986614 # 130917 prize energy resorces lp
986855 # 94120 cologne production company
stay on hplc and 215 contract
986347 # 234218 duke energy trading
986751 # 229726 conerstone gas gathering co . inc .
986888 # 126166 amoco trading comp .
# 95610 amoco trading comp .
986899 # 104382 highland energy company
989602 # 229316 wagner & brown ltd
989603 # 229467 vintage gas inc .
989676 # 151669 cokinos natural gas company
989711 # 229316 wagner & brown ltd .",0
"isn't as sharp as the original . . . despite some visual virtues , 'blade ii' just doesn't cut it .",0
most of the action setups are incoherent .,0
". . . a fun little timewaster , helped especially by the cool presence of jean reno .",1
"pretension , in its own way , is a form of bravery . for this reason and this reason only -- the power of its own steadfast , hoity-toity convictions -- chelsea walls deserves a medal .",0
